2c2
< Homoglyph,xn--gal-sma2668a.com,,,,,,,,
< Homoglyph,xn--qmal-nza.com,,,,,,,,
< Homoglyph,xn--gm1l-1na.com,,,,,,,,
< Homoglyph,xn--mil-9oa2l.com,,,,,,,,
< Homoglyph,xn--ail-whb4437a.com,,,,,,,,
< Homoglyph,xn--mil-ipa2k.com,,,,,,,,
< Homoglyph,xn--gal-qdb7157a.com,,,,,,,,
< Homoglyph,xn--mil-qla7z.com,,,,,,,,
< Homoglyph,xn--gmai-7w5a.com,,,,,,,,
< Homoglyph,xn--gma-8ubk.com,,,,,,,,
< Homoglyph,xn--gmai-oza.com,,,,,,,,
< Homoglyph,xn--mil-9oa2n.com,,,,,,,,
< Homoglyph,grraii.com,,,,,,,,
< Homoglyph,xn--gm1l-rzb.com,,,,,,,,
< Homoglyph,xn--gai-jwa6128a.com,,,,,,,,
< Homoglyph,xn--gil-ipa3258a.com,,,,,,,,
< Homoglyph,xn--mal-oma6w.com,,,,,,,,
< Homoglyph,xn--maii-kqb.com,,,,,,,,
< Homoglyph,xn--grnil-ira.com,,,,,,,,
< Homoglyph,xn--gma-pma92q.com,,,,,,,,
< Homoglyph,xn--gma-4ta9h.com,,,,,,,,
< Homoglyph,xn--mal-osa19f.com,,,,,,,,
< Homoglyph,xn--gil-9oa3458a.com,,,,,,,,
< Homoglyph,xn--gmi-onb55a.com,,,,,,,,
< Homoglyph,xn--gil-ula3078a.com,,,,,,,,
< Homoglyph,gmali.com,,,,ns-cloud-d1.googledomains.com,,2004-04-01,2019-11-08,
< Homoglyph,xn--gail-b2a.com,,,,,,,,
< Homoglyph,xn--gnnil-2jc.com,,,,,,,,
< Homoglyph,gmnail.com,151.106.5.163,,,ns1.redmonddc.com,United States,2004-04-01,2019-04-02,
< Homoglyph,xn--grail-pta.com,,,,,,,,
< Homoglyph,xn--mal-sma15j.com,,,,,,,,
< Homoglyph,xn--gml-idb9028a.com,,,,,,,,
< Homoglyph,xn--mal-sma1y.com,,,,,,,,
< Homoglyph,xn--gai1-qd5a.com,,,,,,,,
< Homoglyph,xn--mall-9wa.com,,,,,,,,
< Homoglyph,xn--grral-7nc.com,,,,,,,,
< Homoglyph,xn--grnil-5qa.com,,,,,,,,
< Homoglyph,xn--gml-hsb4j.com,,,,,,,,
< Homoglyph,xn--mal-sma1x.com,50.63.202.61,,,ns31.domaincontrol.com,United States,2017-12-14,2019-12-15,
< Homoglyph,xn--gai-jwa6866a.com,,,,,,,,
< Homoglyph,xn--gma-pmaa.com,,,,,,,,
< Homoglyph,xn--mal-wsa6b.com,,,,,,,,
< Homoglyph,xn--mail-9pb.com,198.54.117.197,,,dns101.registrar-servers.com,United States,,,
< Homoglyph,xn--gml-bla9939a.com,,,,,,,,
< Homoglyph,xn--mal-osa6809a.com,,,,,,,,
< Homoglyph,xn--gil-9ka8278a.com,,,,,,,,
< Homoglyph,xn--rnail-wmc.com,,,,,,,,
< Homoglyph,xn--gil-ela3278a.com,,,,,,,,
< Homoglyph,xn--gml-oma8j.com,,,,,,,,
< Homoglyph,xn--gml-onb93a.com,,,,,,,,
< Homoglyph,xn--gmi1-coa.com,,,,,,,,
< Homoglyph,xn--grnal-q4a.com,,,,,,,,
< Homoglyph,xn--mil-ipa21j.com,,,,,,,,
< Homoglyph,xn--grail-27b.com,,,,,,,,
< Homoglyph,xn--gail-5sb.com,,,,,,,,
< Homoglyph,xn--gm1l-6na.com,,,,,,,,
< Homoglyph,xn--gil-qla89q.com,,,,,,,,
< Homoglyph,gnnail.com,,,,dns01.muumuu-domain.com,,2016-03-10,2020-02-08,
< Homoglyph,xn--gm1l-1sa.com,,,,,,,,
< Homoglyph,xn--gnal-sya.com,,,,,,,,
< Homoglyph,xn--ail-wsa4738a.com,,,,,,,,
< Homoglyph,xn--grail-f8b.com,,,,,,,,
< Homoglyph,xn--mil-hdb25e.com,,,,,,,,
< Homoglyph,xn--gmai-8w5a.com,,,,,,,,
< Homoglyph,xn--gml-jpa4129a.com,,,,,,,,
< Homoglyph,xn--gml-fla40m.com,,,,,,,,
< Homoglyph,xn--gmi1-roa.com,,,,,,,,
< Homoglyph,xn--mil-osa53m.com,,,,,,,,
< Homoglyph,xn--gml-bla9049a.com,,,,,,,,
< Homoglyph,xn--ail-bgb4147a.com,,,,,,,,
---
> Homoglyph,xn--gmil-coa.com,184.168.221.61,,mxbiz1.qq.com,ns59.domaincontrol.com,United States,2018-04-12,2019-01-01,
> Homoglyph,xn--gmai-88b.com,184.168.221.49,,mailstore1.secureserver.net,ns63.domaincontrol.com,United States,2016-02-19,2020-02-19,
> Homoglyph,xn--gmal-nza.com,95.211.75.10,,,ns1.brainydns.com,Netherlands,,,
> Homoglyph,gma11.com,,,,ns1.googledomains.com,,2004-03-25,2020-02-22,
> Homoglyph,xn--gmal-7w5a.com,192.64.119.240,,eforward1.registrar-servers.com,dns1.registrar-servers.com,United States,,,
> Homoglyph,xn--gml-kua34j.com,104.154.116.170,,,ns1jsv.name.com,United States,2017-03-22,2020-02-29,
235,368d65
< Homoglyph,xn--gal-kua2138a.com,,,,,,,,
< Homoglyph,xn--mai-dub2c.com,,,,,,,,
< Homoglyph,xn--gaii-g33a.com,,,,,,,,
< Homoglyph,xn--gail-le5aa.com,,,,,,,,
< Homoglyph,xn--gml-0ma38o.com,,,,,,,,
< Homoglyph,xn--mal-vta12h.com,,,,,,,,
< Homoglyph,xn--mal-whb6108a.com,,,,,,,,
< Homoglyph,xn--gal-hkb2127a.com,,,,,,,,
< Homoglyph,xn--gml-sma3i.com,,,,,,,,
< Homoglyph,xn--gmll-coa.com,,,,,,,,
< Homoglyph,xn--grril-ira.com,,,,,,,,
< Homoglyph,xn--nnail-qmc.com,,,,,,,,
< Homoglyph,xn--nail-kxa.com,,,,,,,,
< Homoglyph,xn--mil-ela23q.com,,,,,,,,
< Homoglyph,xn--nnail-60a.com,,,,,,,,
< Homoglyph,xn--mal-sma1w.com,,,,,,,,
< Homoglyph,xn--gml-jla9d.com,,,,,,,,
< Homoglyph,xn--gil-ula39q.com,,,,,,,,
< Homoglyph,xn--mil-mla20k.com,,,,,,,,
< Homoglyph,xn--gmai-38b.com,,,,,,,,
< Homoglyph,xn--gml-onb44a.com,,,,,,,,
< Homoglyph,xn--ga1l-g33a.com,,,,,,,,
< Homoglyph,xn--mal-sma16j.com,,,,,,,,
< Homoglyph,xn--gm1l-1mb.com,,,,,,,,
< Homoglyph,xn--grral-wsa.com,,,,,,,,
< Homoglyph,gnmail.com,198.58.118.167,,mail.mailerhost.net,ns1.trafficcontrol.xyz,United States,2003-09-04,2020-03-27,
< Homoglyph,xn--gnnil-zqa.com,,,,,,,,
< Homoglyph,xn--gmi-fla00c.com,,,,,,,,
< Homoglyph,xn--mil-nnb70a.com,,,,,,,,
< Homoglyph,xn--nail-ksb.com,,,,,,,,
< Homoglyph,xn--mil-gsa54m.com,,,,,,,,
< Homoglyph,xn--gnal-dnb.com,,,,,,,,
< Homoglyph,xn--mai1-kqb.com,,,,,,,,
< Homoglyph,xn--mal-sma17p.com,,,,,,,,
< Homoglyph,xn--gil-3vb4917a.com,,,,,,,,
< Homoglyph,xn--mal-2fb67d.com,,,,,,,,
< Homoglyph,xn--grail-m8a.com,,,,,,,,
< Homoglyph,xn--grral-36b.com,,,,,,,,
< Homoglyph,xn--gma-hvba.com,,,,,,,,
< Homoglyph,xn--maii-z7b.com,,,,,,,,
< Homoglyph,xn--gnail-cjc.com,,,,,,,,
< Homoglyph,xn--gma-nlza.com,,,,,,,,
< Homoglyph,xn--rrail-71a.com,,,,,,,,
< Homoglyph,grrall.com,,,,,,,,
< Homoglyph,xn--gal-3vb5047a.com,,,,,,,,
< Homoglyph,xn--gml-vla9a.com,,,,,,,,
< Homoglyph,xn--gml-nla4839a.com,,,,,,,,
< Homoglyph,xn--gal-qdb7057a.com,,,,,,,,
< Homoglyph,xn--gaii-gd5a.com,,,,,,,,
< Homoglyph,xn--gmii-moa.com,,,,,,,,
< Homoglyph,xn--mil-qla71a.com,,,,,,,,
< Homoglyph,xn--gal-sma2468a.com,,,,,,,,
< Homoglyph,xn--mil-osa52k.com,,,,,,,,
< Homoglyph,xn--gil-9oa3358a.com,,,,,,,,
< Homoglyph,xn--mil-ila73a.com,,,,,,,,
< Homoglyph,xn--grail-7p1b.com,,,,,,,,
< Homoglyph,xn--mal-0ma1v.com,,,,,,,,
< Homoglyph,xn--gal-7ub2125a.com,,,,,,,,
< Homoglyph,xn--gil-gsb3786a.com,,,,,,,,
< Homoglyph,xn--gal-hkb2227a.com,,,,,,,,
< Homoglyph,xn--mal-oma63k.com,,,,,,,,
< Homoglyph,xn--gma1-j9b.com,,,,,,,,
< Homoglyph,xn--gma-ikba.com,,,,,,,,
< Homoglyph,xn--gmi1-1sa.com,,,,,,,,
< Homoglyph,xn--gml-jla40j.com,,,,,,,,
< Homoglyph,xn--grail-8p1b.com,,,,,,,,
< Homoglyph,xn--mil-9ka79k.com,,,,,,,,
< Homoglyph,xn--gmi-bla09q.com,,,,,,,,
< Homoglyph,xn--gml-idbk.com,,,,,,,,
< Homoglyph,xn--grril-5wa.com,,,,,,,,
< Homoglyph,xn--gal-0ma2368a.com,,,,,,,,
< Homoglyph,xn--gml-idb91a.com,,,,,,,,
< Homoglyph,xn--grail-3rc.com,,,,,,,,
< Homoglyph,xn--gmal-sya.com,51.91.236.255,2001:41d0:301::29,mx1.mail.ovh.net,dns14.ovh.net,United Kingdom,,,
< Homoglyph,xn--mal-osa65n.com,,,,,,,,
< Homoglyph,xn--grnal-7nc.com,,,,,,,,
< Homoglyph,xn--gil-l4y4x.com,,,,,,,,
< Homoglyph,xn--mal-gsa6909a.com,,,,,,,,
< Homoglyph,xn--gnail-e8b.com,,,,,,,,
< Homoglyph,xn--gml-jla90b.com,,,,,,,,
< Homoglyph,xn--gail-v2aa.com,,,,,,,,
< Homoglyph,xn--mil-ela21a.com,,,,,,,,
< Homoglyph,xn--gail-be5a.com,,,,,,,,
< Homoglyph,xn--mal-oma66j.com,,,,,,,,
< Homoglyph,xn--mal-osa6c.com,,,,,,,,
< Homoglyph,xn--gml-bla47q.com,,,,,,,,
< Homoglyph,xn--mil-2fb55c.com,,,,,,,,
< Homoglyph,xn--mil-hdb74e.com,,,,,,,,
< Homoglyph,xn--gmi-bla50c.com,,,,,,,,
< Homoglyph,xn--gml-0ma3i.com,,,,,,,,
< Homoglyph,xn--grral-zwb.com,,,,,,,,
< Homoglyph,gnai1.com,1.33.196.226,,mail.9n9n9t.jp,asns1.customer.ne.jp,Japan,2017-07-10,2019-06-09,
< Homoglyph,xn--gil-gsb3686a.com,,,,,,,,
< Homoglyph,xn--gml-sma83i.com,,,,,,,,
< Homoglyph,xn--mil-gsb2f.com,,,,,,,,
< Homoglyph,xn--gml-vla48l.com,,,,,,,,
< Homoglyph,xn--grail-icb.com,,,,,,,,
< Homoglyph,xn--mil-ula22a.com,,,,,,,,
< Homoglyph,xn--gml-nla46q.com,,,,,,,,
< Homoglyph,xn--mil-9ka73a.com,,,,,,,,
< Homoglyph,xn--qmal-7w5a.com,,,,,,,,
< Homoglyph,xn--gnail-3l1b.com,,,,,,,,
< Homoglyph,gnnaii.com,,,,,,,,
< Homoglyph,xn--gml-vta3288a.com,,,,,,,,
< Homoglyph,xn--mal-gsa69i.com,,,,,,,,
< Homoglyph,gna1l.com,,,mx.yandex.net,dns112.ovh.net,,,,
< Homoglyph,xn--gmai-3ya.com,,,,,,,,
< Homoglyph,xn--qail-bbc.com,,,,,,,,
< Homoglyph,xn--mal-wsa6709a.com,,,,,,,,
< Homoglyph,xn--mil-8tb5727a.com,,,,,,,,
< Homoglyph,xn--gail-b2aa.com,,,,,,,,
< Homoglyph,xn--gmll-moa.com,,,,,,,,
< Homoglyph,xn--gm1l-coa.com,,,,,,,,
< Homoglyph,xn--gml-vla46a.com,,,,,,,,
< Homoglyph,xn--mall-zwa.com,,,,,,,,
< Homoglyph,xn--gma-luaa.com,,,,,,,,
< Homoglyph,xn--mil-ela22k.com,,,,,,,,
< Homoglyph,xn--gail-vg5aa.com,,,,,,,,
< Homoglyph,xn--mil-gsa5888a.com,,,,,,,,
< Homoglyph,xn--gnal-xw5a.com,,,,,,,,
< Homoglyph,xn--gal-7ub2b.com,,,,,,,,
< Homoglyph,xn--qmal-2ya.com,,,,,,,,
< Homoglyph,xn--grail-e8b.com,,,,,,,,
< Homoglyph,xn--gmll-hoa.com,,,,,,,,
< Homoglyph,xn--qmal-sya.com,,,,,,,,
< Homoglyph,xn--ail-2fb4247a.com,,,,,,,,
< Homoglyph,xn--gail-g33a.com,,,,,,,,
< Homoglyph,xn--gml-rla95q.com,,,,,,,,
< Homoglyph,xn--gnil-hoa.com,,,,,,,,
< Homoglyph,xn--gil-mla30r.com,,,,,,,,
< Homoglyph,xn--gmii-cta.com,,,,,,,,
< Homoglyph,xn--mal-vta15g.com,,,,,,,,
< Homoglyph,qmai1.com,45.38.43.130,,,ns27.domaincontrol.com,United States,2019-06-03,2019-06-03,
< Homoglyph,xn--mil-ula21q.com,,,,,,,,
370,649c67
< Homoglyph,xn--nnail-j1a.com,,,,,,,,
< Homoglyph,xn--gml-0ma3219a.com,,,,,,,,
< Homoglyph,xn--qmai-j9b.com,,,,,,,,
< Homoglyph,xn--rrail-60a.com,,,,,,,,
< Homoglyph,xn--mal-bgb6908a.com,,,,,,,,
< Homoglyph,xn--gil-ipa33p.com,,,,,,,,
< Homoglyph,xn--gil-14y4w.com,,,,,,,,
< Homoglyph,xn--gmi1-rzb.com,,,,,,,,
< Homoglyph,xn--mal-oma67p.com,,,,,,,,
< Homoglyph,xn--grail-cjc.com,,,,,,,,
< Homoglyph,xn--gmii-rzb.com,,,,,,,,
< Homoglyph,xn--rrail-h0b.com,,,,,,,,
< Homoglyph,xn--grail-6o1b.com,,,,,,,,
< Homoglyph,xn--gml-vla49a.com,,,,,,,,
< Homoglyph,xn--gil-nnb3907a.com,,,,,,,,
< Homoglyph,xn--gnail-l8a.com,,,,,,,,
< Homoglyph,xn--qmal-xw5a.com,,,,,,,,
< Homoglyph,xn--mil-9oa22j.com,,,,,,,,
< Homoglyph,xn--mil-mla22q.com,,,,,,,,
< Homoglyph,xn--gnnal-wsa.com,,,,,,,,
< Homoglyph,xn--gnail-w7a.com,,,,,,,,
< Homoglyph,xn--qmil-1na.com,,,,,,,,
< Homoglyph,xn--gml-bla91b.com,,,,,,,,
< Homoglyph,xn--gnil-6q5a.com,,,,,,,,
< Homoglyph,xn--gil-hdb8357a.com,,,,,,,,
< Homoglyph,xn--gmll-rzb.com,,,,,,,,
< Homoglyph,xn--gml-jla46q.com,,,,,,,,
< Homoglyph,xn--mil-hdb7j.com,,,,,,,,
< Homoglyph,xn--mil-whb5w.com,,,,,,,,
< Homoglyph,xn--ma1l-kxa.com,,,,,,,,
< Homoglyph,xn--gnail-hm1b.com,,,,,,,,
< Homoglyph,xn--gma-rdb98e.com,,,,,,,,
< Homoglyph,xn--gml-bpa4r.com,,,,,,,,
< Homoglyph,xn--gml-jla9839a.com,,,,,,,,
< Homoglyph,xn--gail-b5aa.com,,,,,,,,
< Homoglyph,xn--gnal-xpa.com,,,,,,,,
< Homoglyph,xn--gml-bla97q.com,,,,,,,,
< Homoglyph,xn--mil-7ra5988a.com,,,,,,,,
< Homoglyph,xn--gall-5c5a.com,,,,,,,,
< Homoglyph,xn--grnai-o7a.com,,,,,,,,
< Homoglyph,xn--gml-bla9e.com,,,,,,,,
< Homoglyph,xn--nnail-t0b.com,,,,,,,,
< Homoglyph,xn--mail-z7b.com,,,,,,,,
< Homoglyph,xn--mal-gsa6g.com,,,,,,,,
< Homoglyph,xn--gma-jwa32e.com,,,,,,,,
< Homoglyph,xn--grail-rrc.com,,,,,,,,
< Homoglyph,xn--gmll-1mb.com,,,,,,,,
< Homoglyph,xn--grral-1nc.com,,,,,,,,
< Homoglyph,xn--gal-hkb2327a.com,,,,,,,,
< Homoglyph,xn--gmi1-moa.com,,,,,,,,
< Homoglyph,xn--gml-bpa4329a.com,,,,,,,,
< Homoglyph,xn--gmi-jpa02a.com,,,,,,,,
< Homoglyph,xn--gil-ula3517a.com,,,,,,,,
< Homoglyph,xn--gma-wtaa.com,,,,,,,,
< Homoglyph,xn--gnail-icb.com,,,,,,,,
< Homoglyph,xn--ma1l-pwa.com,,,,,,,,
< Homoglyph,xn--gnal-spa.com,,,,,,,,
< Homoglyph,xn--mil-wsa52m.com,,,,,,,,
< Homoglyph,xn--gal-3ta2438a.com,,,,,,,,
< Homoglyph,xn--rnail-qmc.com,,,,,,,,
< Homoglyph,grmail.com,64.71.34.77,,mail.grmail.com,a.dns.hostway.net,United States,2000-03-12,2020-01-13,
< Homoglyph,xn--grail-sl1b.com,,,,,,,,
< Homoglyph,xn--gml-vta38l.com,,,,,,,,
< Homoglyph,xn--gmai-yw5a.com,,,,,,,,
< Homoglyph,xn--gnnil-ira.com,,,,,,,,
< Homoglyph,xn--mal-dub1b.com,,,,,,,,
< Homoglyph,xn--gm1l-r5b.com,,,,,,,,
< Homoglyph,xn--gnnil-vcc.com,,,,,,,,
< Homoglyph,xn--gml-3ta81f.com,,,,,,,,
< Homoglyph,xn--mil-2fb54a.com,,,,,,,,
< Homoglyph,xn--ail-8tb4525a.com,,,,,,,,
< Homoglyph,xn--ma1l-9wa.com,,,,,,,,
< Homoglyph,xn--grail-5bb.com,,,,,,,,
< Homoglyph,xn--gml-qdb84b.com,,,,,,,,
< Homoglyph,xn--mai1-z7b.com,,,,,,,,
< Homoglyph,xn--mil-ela23a.com,,,,,,,,
< Homoglyph,xn--gmil-moa.com,216.58.208.101,,xngmilmoa-com0m1b.mail.protection.outlook.com,ns73.domaincontrol.com,United States,2018-03-14,2020-03-26,
< Homoglyph,xn--mil-ela73q.com,,,,,,,,
< Homoglyph,xn--mal-qdb14e.com,,,,,,,,
< Homoglyph,xn--gnil-coa.com,,,,,,,,
< Homoglyph,xn--gnail-ota.com,,,,,,,,
< Homoglyph,xn--mil-bgb53a.com,,,,,,,,
< Homoglyph,xn--ail-whb43d.com,,,,,,,,
< Homoglyph,xn--gal-7ub2476a.com,,,,,,,,
< Homoglyph,xn--ail-2fb4047a.com,,,,,,,,
< Homoglyph,xn--qmil-1sa.com,,,,,,,,
< Homoglyph,xn--gai-jwa62m.com,,,,,,,,
< Homoglyph,xn--gal-vta24n.com,,,,,,,,
< Homoglyph,xn--gnil-1sa.com,,,,,,,,
< Homoglyph,xn--ail-dub9976a.com,,,,,,,,
< Homoglyph,xn--maii-47b.com,,,,,,,,
< Homoglyph,xn--gnil-r5b.com,,,,,,,,
< Homoglyph,xn--mil-bgb5887a.com,,,,,,,,
< Homoglyph,xn--mai-jwa05l.com,,,,,,,,
